"age","gender","income","education_level","household_size","employment_status","region","urbanicity","marital_status","n_children","children_flag","housing_tenure","home_type","years_at_address","car_ownership","commute_mode","commute_minutes","spend_30d","web_visits","avg_time_on_site","pages_viewed","device_type","ad_clicks","email_opens","social_media_engagement","search_channel","purchase_amount","pet_ownership","time_visit"
44,"Male",672931,"Master",5,"Employed","R04","Urban","Married",1,1,"Owner","Apartment",7,1,"Car",20,1012,3,6.2,3,"Mobile",0,4,2.7,"Direct",504,"None",NA
34,"Male",357213,"HighSchool",4,"Employed","R01","Urban","Single",1,1,"Owner","Apartment",12,1,"Car",21,1715,5,7.7,2,"Tablet",0,4,2.8,"Direct",0,NA,NA
26,"Female",379513,NA,4,"Employed","R02","Urban",NA,1,1,"Renter","Townhouse",1,1,"Bike",37,1445,2,5.5,2,"Mobile",0,5,1.6,NA,0,NA,NA
26,"Female",212911,"Master",3,"Employed","R01","Urban","Single",0,0,"Owner","Apartment",6,0,"Public",34,717,5,4.9,1,"Mobile",0,4,1.9,"Direct",420,NA,NA
30,"Female",796312,"HighSchool",3,"Employed","R01","Urban","Single",1,1,"Owner","Other",7,0,"Bike",28,1389,7,9.5,8,"Mobile",0,6,3.7,"Organic",224,NA,NA
31,"Male",461586,"Master",3,"Employed","R01","Urban","Cohabiting",1,1,"Renter","Other",3,0,"Car",21,0,8,5.3,5,"Tablet",1,15,4.1,"Organic",538,NA,NA
35,"Male",435926,"PhD",4,"Employed","R01","Urban","Cohabiting",1,1,"Renter","Apartment",7,1,"Car",51,791,1,9.8,3,"Mobile",0,0,1.7,"Organic",169,NA,NA
41,"Female",469399,"HighSchool",2,"Student","R05","Suburban","Married",3,1,"Owner","Townhouse",9,1,"Car",44,285,3,2.6,0,"Mobile",0,1,2.7,"Referral",0,NA,NA
32,"Female",317585,"HighSchool",2,"Employed","R02","Urban","Cohabiting",1,1,"Renter","Apartment",11,0,"Public",34,0,5,4.6,8,"Mobile",0,5,2.2,"Organic",288,NA,NA
27,"Male",356513,"Bachelor",3,"Retired","R02","Urban","Married",2,1,"Owner","Apartment",5,1,"Car",23,0,3,6.9,2,"Desktop",0,4,1.6,"Organic",218,NA,NA
40,"Female",689818,"Master",3,"Employed","R02","Urban","Married",0,0,"Owner","Apartment",15,1,"Bike",33,823,5,7.6,5,"Mobile",0,6,3.4,"Organic",399,NA,NA
37,"Male",925419,"HighSchool",5,"Employed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",9,1,"Car",35,1147,6,5.1,3,"Desktop",1,3,5.8,"Paid",259,NA,NA
45,"Male",464663,"HighSchool",3,"Unemployed","R03","Urban","Married",1,1,"Owner","Apartment",12,0,"Car",40,876,5,10.8,5,"Desktop",0,9,1.3,"Organic",0,NA,NA
24,"Male",515026,NA,NA,"Employed","R01","Urban","Single",2,1,"Renter","Apartment",6,1,"Car",28,598,5,13.6,7,"Mobile",1,3,2.2,NA,910,NA,NA
36,"Female",511336,"PhD",2,"Employed","R10","Suburban","Cohabiting",1,1,"Owner","Townhouse",7,0,"Car",24,1111,13,7.7,3,"Mobile",0,3,4.6,"Paid",241,NA,NA
47,"Male",499234,"HighSchool",5,"Student","R09","Suburban","Married",1,1,"Owner","House",10,1,"Car",41,0,7,12.9,2,"Tablet",0,4,2.4,"Direct",330,NA,NA
41,"Female",393960,"Bachelor",6,"Unemployed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",8,1,"Car",24,861,4,9.8,4,"Mobile",1,8,1.6,"Paid",0,NA,NA
29,"Female",616416,"Master",5,"Employed","R03","Urban","Married",2,1,"Owner","Apartment",11,0,"Bike",48,1278,6,7.7,2,"Mobile",0,5,3.2,"Paid",821,NA,673.5
41,"Female",663436,"PhD",4,"Retired","R10","Suburban","Married",1,1,"Owner","House",11,1,"Car",39,728,8,14.4,8,"Mobile",1,4,3.8,"Organic",54,NA,NA
29,"Female",503681,"Master",2,"Employed","R14","Rural","Cohabiting",1,1,"Renter","House",4,1,"Car",33,1200,4,9.3,2,"Mobile",0,2,2.6,"Organic",0,NA,NA
32,"Male",609662,"Bachelor",1,"Student","R05","Suburban","Cohabiting",2,1,"Owner","House",11,1,"Car",28,0,3,9.1,4,"Mobile",0,2,1.7,"Organic",321,NA,NA
NA,"Female",329102,NA,2,"Unemployed","R02","Urban","Cohabiting",1,1,"Owner","Apartment",11,0,"Public",23,0,3,9.8,2,"Desktop",0,6,3.2,NA,0,"Cat",NA
33,"Female",500317,"Bachelor",3,"Unemployed","R01","Urban","Cohabiting",2,1,"Owner","Other",6,1,"Car",43,0,4,8,7,"Mobile",1,3,3.8,"Organic",0,NA,NA
42,"Female",633328,"HighSchool",3,"Unemployed","R04","Urban","Single",1,1,"Owner","Apartment",12,1,"Car",20,951,4,2.2,1,"Tablet",0,1,1.4,"Referral",258,NA,NA
33,"Male",424231,"Master",4,"Employed","R02","Urban","Single",0,0,"Owner","House",4,1,"Car",15,1355,2,6.3,3,"Desktop",0,2,2.2,"Organic",382,NA,NA
25,"Male",420316,"Bachelor",4,"Retired","R12","Suburban","Cohabiting",2,1,"Renter","Apartment",7,0,"Public",58,0,4,9.5,2,"Desktop",1,9,5.1,"Paid",114,"Cat",524.7
29,"Male",348447,"Bachelor",6,"Employed","R11","Suburban","Cohabiting",1,1,"Owner","Townhouse",6,0,"Car",29,0,9,5.6,4,"Desktop",0,4,4.1,"Organic",186,NA,NA
28,"Female",616848,"HighSchool",2,"Employed","R03","Urban","Single",1,1,"Renter","Apartment",6,1,"Car",31,1174,5,13.3,4,"Mobile",0,1,2.2,"Direct",117,NA,NA
31,"Female",517734,"HighSchool",4,"Employed","R13","Rural","Married",2,1,"Owner","House",9,1,"Car",61,506,7,10.2,5,"Desktop",0,9,4.5,"Organic",55,NA,NA
33,"Female",1956528,"Bachelor",4,"SelfEmployed","R02","Urban","Divorced",0,0,"Owner","Apartment",15,1,"Walk",29,1424,6,3.9,1,"Mobile",0,2,0.6,"Paid",0,NA,NA
34,"Female",417914,"Bachelor",4,"Employed","R04","Urban","Cohabiting",3,1,"Owner","Apartment",5,1,"Car",44,1063,3,11.6,3,"Desktop",1,4,2.1,"Organic",1383,NA,NA
33,"Male",478479,"HighSchool",2,"Employed","R02","Urban","Single",2,1,"Renter","Apartment",0,1,"Walk",26,1297,11,9.1,6,"Mobile",0,9,4,"Paid",182,NA,NA
53,"Male",258203,"Bachelor",1,"Employed","R02","Urban","Cohabiting",3,1,"Renter","House",16,1,"Car",18,821,3,11.5,2,"Desktop",0,4,2.8,"Organic",167,NA,1218.4
26,"Male",733319,"Master",3,"Employed","R02","Urban","Single",1,1,"Owner","Apartment",6,1,"Public",38,842,1,2.7,2,"Desktop",0,2,2.1,"Organic",237,NA,NA
32,"Male",380041,NA,NA,"Employed","R01","Urban","Single",1,1,"Renter","House",10,0,"Public",32,1052,13,22.9,8,"Mobile",0,8,5.1,NA,610,NA,NA
38,"Female",484195,"Other",2,"Employed","R05","Suburban","Cohabiting",1,1,"Owner","House",11,1,"Car",35,852,6,6.1,6,"Desktop",0,6,4.1,"Paid",294,NA,909.8
50,"Male",756859,"HighSchool",1,"Retired","R01","Urban","Cohabiting",1,1,"Owner","Townhouse",14,1,"Car",37,2828,2,3.2,3,"Mobile",0,3,2.2,"Direct",74,NA,NA
36,"Female",1041456,"Master",2,"Employed","R01","Urban","Married",1,1,"Owner","Apartment",8,1,"Bike",26,1253,3,10.3,2,"Desktop",0,7,2.8,"Organic",127,NA,NA
46,"Female",392741,"Bachelor",3,"Employed","R06","Suburban","Cohabiting",1,1,"Owner","Townhouse",11,1,"Car",35,1259,10,5.1,5,"Mobile",1,6,2.3,"Organic",305,NA,NA
NA,"Female",369857,NA,2,"SelfEmployed","R10","Suburban","Single",0,0,"Owner","House",6,1,"Car",55,0,3,3.9,0,"Desktop",0,4,1.2,NA,0,NA,NA
48,"Male",504531,"PhD",3,"Retired","R04","Urban","Married",2,1,"Owner","House",8,0,"Public",27,491,4,6.8,4,"Mobile",1,3,4.8,"Organic",434,NA,NA
30,"Female",875099,"Bachelor",1,"Employed","R01","Urban","Cohabiting",1,1,"Renter","Apartment",2,1,"Remote",0,2492,8,NA,7,"Desktop",1,3,5.2,"Paid",0,NA,NA
33,"Male",479793,NA,NA,"Employed","R09","Suburban","Married",1,1,"Owner","Townhouse",5,0,"Car",47,1209,6,5.3,2,"Desktop",1,8,1.7,NA,87,NA,NA
27,"Female",500138,"Bachelor",2,"SelfEmployed","R03","Urban","Single",1,1,"Renter","Apartment",7,0,"Public",47,1328,4,4.7,2,"Tablet",0,1,2.3,"Paid",136,NA,NA
36,"Male",693594,"Master",3,"Employed","R15","Rural","Cohabiting",2,1,"Renter","Apartment",3,1,"Car",45,1807,5,5.9,4,"Mobile",0,2,1.6,"Paid",169,NA,NA
52,"Male",675978,"HighSchool",1,"Employed","R09","Suburban","Married",3,1,"Owner","Townhouse",13,1,"Car",37,1806,11,7,0,"Desktop",0,2,4.9,"Paid",486,NA,NA
60,"Male",818054,"Bachelor",3,"Employed","R11","Suburban","Married",1,1,"Owner","House",17,0,"Car",26,989,6,10.4,5,"Mobile",0,2,4.1,"Organic",257,NA,NA
28,"Male",153731,"Bachelor",3,"Employed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",6,1,"Public",14,964,8,7.3,0,"Mobile",0,2,4.1,"Organic",103,NA,NA
39,"Male",234842,"HighSchool",3,"Student","R01","Urban","Cohabiting",3,1,"Owner","Other",15,0,"Public",33,0,3,7.6,5,"Mobile",1,6,1.5,"Organic",1137,NA,NA
48,"Female",235068,"Bachelor",4,"Employed","R20","Rural","Married",2,1,"Owner","House",7,1,"Car",52,403,3,10.8,2,"Desktop",0,2,3.3,"Paid",0,NA,NA
34,"Male",553680,"Bachelor",4,"Employed","R09","Suburban","Cohabiting",1,1,"Owner","Apartment",9,1,"Car",17,1827,1,8,2,"Mobile",0,6,3.1,"Direct",116,NA,NA
33,"Female",213367,"HighSchool",3,"Retired","R03","Urban","Cohabiting",0,0,"Owner","Apartment",15,0,"Public",16,13,4,4,1,"Mobile",0,3,1.9,"Paid",457,NA,NA
33,"Male",396832,"HighSchool",4,"Employed","R01","Urban","Cohabiting",1,1,"Owner","Townhouse",15,0,"Remote",0,697,6,NA,2,"Mobile",0,2,2.3,"Direct",94,NA,NA
40,"Male",567953,"Master",3,"Retired","R09","Suburban","Married",1,1,"Owner","House",9,1,"Car",23,809,7,7.6,4,"Mobile",0,2,2.7,"Paid",435,NA,NA
48,"Male",1308644,"HighSchool",2,"Unemployed","R08","Suburban","Married",1,1,"Owner","Apartment",14,1,"Car",25,1118,4,9,6,"Mobile",0,3,1.2,"Referral",269,NA,NA
NA,"Male",394132,NA,3,"Employed","R11","Suburban","Married",2,1,"Owner","Apartment",9,1,"Car",32,958,16,17.3,3,"Desktop",1,9,6.6,NA,212,"Dog",977.5
38,"Female",444840,"Master",3,"Unemployed","R14","Rural","Cohabiting",2,1,"Renter","House",9,1,"Car",54,1236,1,NA,2,"Mobile",0,5,1.1,"Paid",270,NA,NA
33,"Male",512271,"HighSchool",3,"SelfEmployed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",4,1,"Car",17,0,5,5.5,0,"Desktop",0,3,1.5,"Organic",90,NA,NA
39,"Male",324345,"Bachelor",4,"Employed","R03","Urban","Cohabiting",1,1,"Owner","Apartment",8,0,"Public",8,569,6,13.1,5,"Desktop",0,4,4.6,"Organic",99,NA,NA
31,"Female",77439,"Master",3,"Employed","R01","Urban","Cohabiting",2,1,"Renter","Apartment",1,1,"Car",20,0,8,13.5,9,"Desktop",0,6,4.8,"Paid",237,NA,NA
33,"Male",1033236,"HighSchool",4,"Retired","R08","Suburban","Cohabiting",3,1,"Owner","House",12,1,"Car",34,1636,6,6.1,3,"Mobile",0,6,3.7,"Organic",0,NA,NA
45,"Female",372514,"HighSchool",1,"SelfEmployed","R01","Urban","Married",2,1,"Owner","House",13,0,"Bike",17,1199,8,9.9,6,"Mobile",0,6,2.8,"Organic",375,NA,NA
39,"Male",303365,"Bachelor",4,"Employed","R01","Urban","Cohabiting",2,1,"Owner","Townhouse",8,1,"Car",22,836,9,4,1,"Mobile",0,5,3.6,"Paid",246,NA,NA
37,"Male",527209,"Master",2,"Employed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",15,1,"Car",33,847,4,NA,1,"Mobile",0,3,0.7,"Organic",0,NA,NA
33,"Female",320422,"Bachelor",3,"Employed","R03","Urban","Single",1,1,"Renter","Apartment",0,1,"Public",16,0,4,11,8,"Desktop",0,8,5,"Direct",260,NA,NA
43,"Female",746458,"HighSchool",3,"Employed","R02","Urban","Divorced",2,1,"Owner","Townhouse",11,0,"Public",31,2490,9,10.2,4,"Mobile",0,2,3.4,"Organic",229,NA,NA
47,"Male",350546,"Bachelor",5,"Employed","R01","Urban","Married",3,1,"Renter","Townhouse",6,1,"Car",35,469,5,10.3,0,"Desktop",0,9,1.9,"Organic",260,NA,NA
29,"Male",720479,NA,2,"Employed","R01","Urban","Single",2,1,"Renter","Townhouse",10,1,"Bike",24,305,2,16.4,4,"Mobile",0,6,4.5,NA,189,NA,NA
35,"Female",395756,"Bachelor",4,"Employed","R03","Urban","Cohabiting",1,1,"Renter","Apartment",14,0,"Public",32,0,1,7.9,2,"Mobile",1,0,2.4,"Paid",435,NA,NA
35,"Female",262734,"Bachelor",4,"Employed","R13","Rural","Cohabiting",1,1,"Owner","Apartment",11,1,"Car",37,691,5,2,1,"Tablet",0,4,1.7,"Organic",0,NA,NA
31,"Female",675002,"Other",3,"Employed","R01","Urban","Single",1,1,"Owner","House",13,1,"Car",38,1162,14,7.2,6,"Mobile",0,2,4.8,"Direct",0,"Bird",NA
NA,"Male",1723530,NA,4,"Employed","R01","Urban","Divorced",3,1,"Owner","House",5,1,"Remote",0,770,3,7.4,2,"Mobile",0,2,2.3,NA,261,NA,NA
35,"Male",260702,"HighSchool",5,"Student","R02","Urban","Cohabiting",2,1,"Owner","Apartment",4,0,"Public",32,628,9,7.2,2,"Mobile",0,3,2,"Organic",0,NA,NA
40,"Male",353132,"Bachelor",3,"Employed","R11","Suburban","Divorced",2,1,"Owner","Townhouse",14,1,"Remote",0,1495,4,7,5,"Mobile",0,1,1.6,"Organic",340,"Cat",NA
48,"Male",236532,"HighSchool",3,"Employed","R01","Urban","Married",2,1,"Renter","Apartment",6,1,"Car",33,799,2,6.7,2,"Mobile",0,1,2.3,"Referral",0,NA,NA
NA,"Female",1080135,NA,3,"SelfEmployed","R02","Urban","Single",2,1,"Owner","Apartment",5,1,"Remote",0,1259,4,7.2,4,"Mobile",0,6,1.6,NA,86,"Cat",NA
30,"Male",482629,"Bachelor",5,"Unemployed","R02","Urban","Married",2,1,"Renter","Apartment",6,1,"Car",15,2256,1,3.5,2,"Mobile",0,2,0.1,"Paid",129,NA,NA
33,"Male",125129,"Other",3,"Student","R06","Suburban","Married",2,1,"Owner","Townhouse",8,0,"Car",22,0,13,9.3,5,"Mobile",0,9,3.9,"Paid",308,NA,NA
24,"Male",134427,"HighSchool",4,"Unemployed","R01","Urban","Single",1,1,"Renter","Apartment",0,0,"Public",34,0,9,13.8,4,"Tablet",1,7,4.1,"Direct",735,NA,NA
30,"Female",754299,"Master",3,"SelfEmployed","R02","Urban","Cohabiting",2,1,"Owner","House",12,1,"Car",26,1299,6,8.5,4,"Desktop",0,3,3,"Organic",132,"Fish",NA
29,"Male",530482,"Bachelor",2,"Employed","R01","Urban","Cohabiting",2,1,"Owner","House",11,1,"Car",38,2177,6,5.9,1,"Mobile",0,4,2.7,"Paid",0,NA,NA
30,"Female",150624,"Master",6,"Student","R11","Suburban","Married",1,1,"Owner","House",8,0,"Public",43,622,5,6.5,4,"Tablet",0,3,2.5,"Paid",257,NA,NA
22,"Female",232055,"Master",4,"Employed","R02","Urban","Cohabiting",2,1,"Owner","Apartment",4,0,"Bike",21,0,13,7.1,7,"Mobile",0,5,2.7,"Organic",293,NA,NA
37,"Male",560225,"HighSchool",2,"Unemployed","R10","Suburban","Cohabiting",2,1,"Owner","Townhouse",10,1,"Car",34,986,7,13.2,8,"Mobile",0,5,3.8,"Organic",639,NA,NA
30,"Female",461215,"HighSchool",5,"SelfEmployed","R11","Suburban","Cohabiting",2,1,"Renter","House",8,1,"Bike",33,693,7,19.4,4,"Mobile",3,2,4.9,"Organic",475,NA,NA
49,"Male",161234,"Bachelor",4,"Employed","R02","Urban","Cohabiting",1,1,"Renter","Apartment",13,0,"Car",32,470,6,10,1,"Desktop",1,7,5.8,"Organic",208,NA,NA
42,"Female",680709,"Bachelor",2,"Unemployed","R12","Suburban","Cohabiting",1,1,"Owner","House",10,1,"Car",40,3549,4,7.8,3,"Mobile",0,4,2,"Paid",0,NA,NA
25,"Female",356068,"Bachelor",1,"Student","R09","Suburban","Single",0,0,"Renter","Apartment",0,1,"Car",42,583,11,8.1,5,"Mobile",0,3,4.5,"Organic",159,NA,549.3
36,"Female",892067,"Master",2,"Student","R02","Urban","Cohabiting",1,1,"Owner","Apartment",10,1,"Bike",18,941,7,8.9,7,"Desktop",2,7,4.4,"Paid",193,NA,NA
31,"Female",576479,"Master",2,"Retired","R03","Urban","Cohabiting",0,0,"Owner","Apartment",9,1,"Remote",0,1620,8,18.4,6,"Mobile",0,4,6.1,"Direct",118,NA,NA
43,"Male",862463,"Bachelor",4,"Employed","R06","Suburban","Married",1,1,"Owner","House",10,1,"Car",30,1455,11,12.6,5,"Mobile",0,7,3.5,"Organic",494,NA,NA
35,"Female",152789,NA,NA,"SelfEmployed","R03","Urban","Single",1,1,"Other","House",2,1,"Public",20,0,4,9.2,6,"Desktop",0,3,4.6,NA,207,NA,NA
31,"Female",678500,NA,NA,"Employed","R11","Suburban","Married",1,1,"Owner","Apartment",13,1,"Car",50,0,2,7.3,7,"Mobile",0,3,1.7,NA,118,NA,NA
39,"Male",802294,"Bachelor",3,"Employed","R02","Urban","Cohabiting",1,1,"Owner","Townhouse",9,1,"Bike",1,1481,1,7.5,6,"Desktop",0,3,0.8,"Direct",295,"Cat",NA
36,"Male",600367,"Master",3,"Student","R01","Urban","Single",1,1,"Owner","Apartment",7,1,"Public",32,2798,3,8.8,2,"Desktop",0,3,2.4,"Organic",0,NA,870.5
34,"Male",243636,"Master",5,"Employed","R01","Urban","Single",1,1,"Owner","Apartment",8,0,"Bike",22,467,6,8.2,7,"Mobile",0,8,6.3,"Organic",335,NA,NA
55,"Male",438332,"Master",3,"Student","R02","Urban","Married",0,0,"Owner","Apartment",12,0,"Public",37,283,3,6.2,3,"Mobile",0,0,1.5,"Referral",0,NA,NA
31,"Female",156786,"HighSchool",4,"Unemployed","R02","Urban","Single",1,1,"Other","Townhouse",10,1,"Car",35,0,5,7.6,4,"Mobile",1,2,1.5,"Direct",103,NA,NA
32,"Male",328585,"HighSchool",1,"Retired","R05","Suburban","Cohabiting",2,1,"Owner","House",14,1,"Car",40,1046,5,6.4,5,"Mobile",0,5,2.5,"Organic",364,"Cat",NA
25,"Female",298193,"Master",1,"Employed","R16","Rural","Single",0,0,"Owner","House",7,1,"Car",47,815,6,10.6,3,"Desktop",0,3,3.4,"Referral",160,NA,NA
35,"Female",544080,"HighSchool",2,"Employed","R06","Suburban","Cohabiting",1,1,"Owner","Apartment",9,1,"Remote",0,474,4,5.6,2,"Mobile",1,4,2.3,"Referral",0,NA,NA
43,"Male",1479443,"Master",3,"Unemployed","R07","Suburban","Married",3,1,"Owner","Apartment",12,1,"Car",39,660,11,15.2,3,"Mobile",0,10,3.3,"Direct",289,NA,NA
22,"Female",541532,"HighSchool",2,"Employed","R02","Urban","Single",1,1,"Owner","Apartment",3,1,"Car",29,1343,5,13.8,9,"Desktop",0,3,5.2,"Organic",305,NA,NA
33,"Male",357603,"Master",1,"Employed","R08","Suburban","Single",1,1,"Owner","Apartment",11,1,"Car",34,690,7,14.5,4,"Mobile",0,6,5.2,"Direct",703,NA,NA
27,"Male",747906,"HighSchool",3,"SelfEmployed","R04","Urban","Single",2,1,"Owner","Apartment",8,1,"Car",25,731,10,14.8,8,"Desktop",1,5,7.8,"Paid",942,NA,NA
48,"Female",686063,"Bachelor",4,"Employed","R01","Urban","Married",1,1,"Owner","House",19,1,"Car",22,1000,1,5,1,"Desktop",1,4,1,"Paid",0,NA,NA
47,"Female",515975,"PhD",2,"Unemployed","R03","Urban","Cohabiting",2,1,"Renter","Apartment",6,1,"Car",29,1258,2,11.9,2,"Mobile",0,3,2,"Organic",393,NA,NA
38,"Female",313493,NA,NA,"Retired","R01","Urban","Married",0,0,"Owner","Other",12,0,"Car",27,0,8,13.9,6,"Mobile",0,6,4,NA,762,NA,NA
48,"Male",620153,"Master",4,"Employed","R01","Urban","Married",2,1,"Owner","Apartment",13,1,"Car",23,1471,8,7.6,0,"Mobile",1,4,3.4,"Referral",1169,"Cat",NA
29,"Male",657946,"Bachelor",1,"Employed","R19","Rural",NA,2,1,"Owner","House",11,1,"Car",54,2187,3,6.4,1,"Desktop",0,2,3.3,NA,143,NA,NA
43,"Male",528358,"HighSchool",3,"Employed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",9,1,"Public",21,1997,4,13.6,5,"Desktop",0,1,4.6,"Paid",270,NA,NA
31,"Male",1295871,"PhD",2,"Unemployed","R01","Urban","Single",2,1,"Owner","House",10,1,"Car",36,1840,5,4.3,4,"Mobile",0,5,2.9,"Paid",0,NA,723
38,"Male",1599776,"Master",3,"Employed","R06","Suburban","Single",1,1,"Owner","House",9,1,"Car",33,663,10,5.1,2,"Desktop",1,3,4.3,"Organic",197,NA,NA
33,"Female",261175,"HighSchool",1,"Employed","R13","Rural","Cohabiting",1,1,"Renter","House",8,0,"Car",46,0,1,5.7,5,"Mobile",0,3,2.9,"Paid",313,NA,NA
33,"Female",561175,"Master",5,"Unemployed","R07","Suburban","Cohabiting",1,1,"Owner","House",13,1,"Car",24,581,4,6.9,3,"Desktop",0,5,2.5,"Referral",694,NA,784.3
39,"Male",228477,"Master",4,"Employed","R06","Suburban","Married",1,1,"Owner","House",7,1,"Car",26,676,5,5.8,5,"Mobile",0,2,1.1,"Organic",103,NA,NA
26,"Female",333509,"HighSchool",2,"Employed","R08","Suburban","Cohabiting",2,1,"Owner","Townhouse",8,1,"Public",24,0,9,16.6,4,"Mobile",0,4,5,"Organic",538,"Cat",NA
33,"Male",354339,"Bachelor",2,"Employed","R05","Suburban","Single",2,1,"Owner","House",8,1,"Car",41,381,10,20.3,7,"Mobile",0,6,4.6,"Organic",576,NA,NA
36,"Female",416457,"Master",6,"Employed","R02","Urban","Cohabiting",1,1,"Owner","Townhouse",9,0,"Public",30,752,7,9,7,"Desktop",1,5,3.9,"Paid",809,NA,NA
32,"Male",1183493,"Bachelor",4,"SelfEmployed","R02","Urban","Cohabiting",1,1,"Owner","Apartment",7,1,"Car",34,1165,9,8.5,3,"Desktop",0,5,3.4,"Paid",440,NA,NA
36,"Male",285051,"Master",4,"Unemployed","R17","Rural","Cohabiting",1,1,"Owner","Townhouse",12,1,"Car",34,0,10,7.6,4,"Desktop",1,7,4.3,"Paid",533,NA,NA
33,"Male",597159,"Master",3,"Employed","R03","Urban","Cohabiting",2,1,"Renter","Apartment",13,1,"Car",29,1850,1,5.2,1,"Mobile",0,2,0,"Direct",183,NA,NA
50,"Male",693790,"HighSchool",2,"Unemployed","R08","Suburban","Married",2,1,"Owner","Apartment",12,1,"Car",23,469,NA,5.5,1,"Mobile",0,2,2.9,NA,195,NA,NA
41,"Female",514068,"Master",1,"SelfEmployed","R01","Urban","Married",2,1,"Renter","Apartment",7,0,"Bike",21,2505,6,9.8,3,"Tablet",0,1,3.2,"Organic",394,"None",NA
67,"Female",612287,"PhD",2,"Employed","R12","Suburban","Married",2,1,"Owner","Apartment",15,1,"Walk",36,1073,6,6,2,"Tablet",0,6,2.9,"Paid",377,NA,NA
29,"Male",314668,"HighSchool",6,"Employed","R07","Suburban","Cohabiting",2,1,"Renter","House",6,1,"Car",25,1102,1,4.7,2,"Mobile",0,4,2.2,"Paid",111,NA,NA
42,"Female",349720,"Bachelor",2,"Employed","R03","Urban","Single",1,1,"Owner","Apartment",12,0,"Public",20,302,4,1.6,0,"Mobile",0,4,0.7,"Paid",0,NA,NA
56,"Male",309507,"HighSchool",1,"Employed","R01","Urban","Married",1,1,"Owner","Apartment",11,0,"Public",27,867,5,16.8,7,"Mobile",0,6,4.2,"Organic",131,NA,NA
37,"Female",134748,"Bachelor",1,"Retired","R01","Urban",NA,2,1,"Owner","Apartment",17,0,"Walk",36,0,7,13.6,3,"Mobile",1,4,3.6,NA,160,NA,900.2
28,"Female",634946,"Bachelor",2,"Student","R05","Suburban","Single",2,1,"Owner","House",9,0,"Public",27,836,NA,8.8,1,"Mobile",0,5,1.8,NA,161,NA,NA
28,"Female",358075,"HighSchool",1,"Unemployed","R10","Suburban","Single",2,1,"Owner","Townhouse",7,0,"Walk",63,1440,2,3.7,2,"Mobile",0,2,1.1,"Direct",164,NA,NA
35,"Female",408414,"Master",2,"Unemployed","R09","Suburban","Cohabiting",2,1,"Owner","Apartment",11,1,"Car",35,567,3,3.8,1,"Desktop",0,3,0.3,"Referral",0,NA,NA
47,"Female",648810,"HighSchool",2,"Unemployed","R01","Urban","Married",0,0,"Owner","House",13,0,"Car",31,1039,5,4.2,0,"Desktop",0,2,1.6,"Organic",311,NA,NA
41,"Male",462517,"Other",6,"SelfEmployed","R04","Urban","Married",2,1,"Renter","Townhouse",12,0,"Car",9,917,8,7.9,2,"Desktop",0,3,3.7,"Organic",0,NA,NA
22,"Female",423244,"Bachelor",5,"Employed","R01","Urban","Single",1,1,"Renter","Townhouse",4,0,"Car",15,1370,16,35.3,14,"Desktop",3,13,7.6,"Organic",318,NA,NA
30,"Male",336371,"HighSchool",1,"Unemployed","R01","Urban","Cohabiting",1,1,"Renter","Apartment",3,1,"Car",20,0,6,9.3,6,"Mobile",0,8,5.3,"Referral",158,NA,NA
35,"Female",1094411,NA,NA,"Employed","R01","Urban","Married",2,1,"Owner","Apartment",10,1,"Walk",26,1054,4,4.1,6,"Desktop",1,2,2.4,NA,120,NA,NA
25,"Male",485888,"HighSchool",3,"Unemployed","R01","Urban","Married",0,0,"Owner","House",4,1,"Remote",0,771,11,10.1,7,"Desktop",0,3,3.2,"Paid",210,NA,NA
41,"Female",480592,"Bachelor",3,"Unemployed","R17","Rural","Cohabiting",0,0,"Owner","House",10,0,"Car",35,632,9,16.7,5,"Tablet",0,2,4.1,"Paid",310,NA,NA
20,"Male",771374,NA,NA,"SelfEmployed","R15","Rural","Single",0,0,"Owner","Apartment",2,1,"Car",15,1032,12,14.2,10,"Mobile",2,5,6.7,NA,384,NA,NA
36,"Male",554412,"Master",5,"Employed","R01","Urban","Married",1,1,"Owner","Apartment",9,1,"Remote",0,1297,8,8.5,4,"Desktop",0,4,3.9,"Organic",0,NA,NA
32,"Male",277309,"HighSchool",2,"Employed","R10","Suburban","Single",1,1,"Renter","House",6,1,"Car",53,341,7,10.3,4,"Mobile",0,4,4,"Organic",192,NA,NA
31,"Male",359854,"PhD",1,"Unemployed","R01","Urban","Cohabiting",2,1,"Renter","Townhouse",4,1,"Car",13,659,10,9.1,1,"Desktop",1,5,4,"Paid",102,NA,NA
33,"Female",293486,"Bachelor",2,"Employed","R02","Urban","Married",3,1,"Renter","Apartment",7,0,"Public",29,1410,1,3.6,3,"Mobile",0,2,2.1,"Organic",0,NA,NA
38,"Female",178274,"Master",2,"Employed","R12","Suburban","Cohabiting",1,1,"Owner","Apartment",14,1,"Public",35,408,3,8.9,4,"Mobile",0,4,5.2,"Direct",425,NA,NA
